0.00165998,0.001276906,-0.001851518,0.4501097,0.6033386,0.4501097,0
0.001317153,-0.001372035,-0.00117995,0.4596865,0.4788403,0.4501097,0
0.002112178,2.40033E-05,0.000768065,0.8427591,0.0766149,0.306458,0
0.002197173,0.001003057,-0.003080817,0.8810663,0.402226,1.5035587,0
0.000237638,0.000879259,-0.005560725,0.1436522,0.3543414,2.2409723,0
0.001021843,0.00539438,0.001473355,0.5554549,2.1739353,1.3311755,0
0.000670377,0.002801218,0.001005563,0.5554549,2.145205,1.3311755,0
0.000191536,0.000215478,-0.001963246,0.3639188,1.1109093,0.9289505,0
0.00164036,-0.00130264,-0.002074572,0.651223,1.6280573,0.967257,0
0.001785097,0.000651319,-0.007429864,0.7086837,1.886631,2.949656,0
0.005156742,0.004063608,0.002542725,2.078167,1.886631,3.007117,0
0.008810662,0.00177171,-0.001580175,5.1810523,0.9576808,3.639187,0
0.001968166,0.003120263,-0.006408539,5.1810523,1.244985,3.639187,0
0.02046714,0.003773405,0.003725641,8.2073233,1.5131354,1.493982,0
0.004896413,0.00261622,0.010416877,3.8115691,1.2258312,4.156334,0
0.002202666,-0.003734955,0.003184288,1.8579005,1.4939818,3.744532,0
0.002412113,-0.0031047,-0.005994461,1.9440917,1.3120224,2.470817,0
0.006297404,0.002875418,-0.002257558,2.53785373,1.1587934,0.976834,0
0.00237026,0.004836288,-0.001843533,1.54186593,1.934515,0.976834,0
0.004993448,0.002122819,-0.003666685,1.98239903,0.8427592,1.695095,0
0.000550666,0.009481039,-0.00213084,0.4405331,3.7924154,1.695095,0
0.004070143,0.007445967,0.019656395,1.8483238,3.7924154,7.862558,0
0.013215994,0.003974375,0.008882488,5.2863976,2.4037785,7.019799,0
0.010773907,0.003950433,0.003495534,4.3095628,2.4037785,4.8650177,0
0.014187862,-0.000189172,0.016103223,5.746084,0.8236055,6.521805227,0
0.022744916,0.004668694,0.007637503,13.97256125,1.8674774,3.0550013,0
0.032003507,0.014886479,-0.015250155,13.97256125,5.8801592,7.422025,0
0.001093134,0.011953185,-0.008246034,1.33117613,4.8171337,7.422025,0
0.002944868,0.004118028,0.015658079,1.17794728,1.647211,6.2632314,1
0.00041009,-0.003425456,-0.000458336,0.45010996,2.949656,2.3463176,1
0.004776462,-0.002531526,0.000644822,2.36547126,2.949656,2.6048914,1
0.003782839,0.000407015,0.003495534,2.36547126,1.934514,2.6048914,1
0.004248358,-0.002136178,-0.005784487,1.6950948,1.771708,2.3080104,1
0.001901103,0.001948628,-0.00263778,0.842759,0.919373,1.1013327,1
0.001651999,2.39425E-05,-0.000167594,0.6607997,0.143653,0.1053449,1
4.82458E-05,0.000337723,0.00098904,0.5841852,0.143653,0.4979939,1
0.003256114,0.000861913,0.00260968,1.30244574,0.354342,1.04387193,1
4.74099E-05,0.000711149,-0.000616329,0.73741414,0.354342,0.79487493,1
